Mod:Item:MetaData, Localized Name
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
inventorypets:cow_pet, Cow Pet
inventorypets:sheep_pet, Sheep Pet
inventorypets:pig_pet, Pig Pet
inventorypets:chicken_pet, Chicken Pet
inventorypets:squid_pet, Squid Pet
inventorypets:ocelot_pet, Ocelot Pet
inventorypets:mooshroom_pet, Mooshroom Pet
inventorypets:ghast_pet, Ghast Pet
inventorypets:spider_pet, Spider Pet
inventorypets:iron_golem_pet, Iron Golem Pet
inventorypets:snow_golem_pet, Snow Golem Pet
inventorypets:enderman_pet, Enderman Pet
inventorypets:creeper_pet, Creeper Pet
inventorypets:magma_cube_pet, Magma Cube Pet
inventorypets:wither_pet, Wither Pet
inventorypets:blaze_pet, Blaze Pet
inventorypets:bed_pet, Bed Pet
inventorypets:chest_pet, Chest Pet
inventorypets:double_chest_pet, Double Chest Pet
inventorypets:ender_chest_pet, Ender Chest Pet
inventorypets:furnace_pet, Furnace Pet
inventorypets:crafting_table_pet, Crafting Table Pet
inventorypets:enchanting_table_pet, Enchanting Table Pet
inventorypets:jukebox_pet, Jukebox Pet
inventorypets:anvil_pet, Anvil Pet
inventorypets:brewing_stand_pet, Brewing Stand Pet
inventorypets:nether_portal_pet, Nether Portal Pet
inventorypets:sponge_pet, Sponge Pet
inventorypets:purplicious_cow_pet, Purplicious Cow Pet
inventorypets:mickerson_pet, Mickerson
inventorypets:pingot_pet, Pingot Pet
inventorypets:qcm_pet, Quantum Crystal Monster Pet
inventorypets:banana_pet, Banana Pet
inventorypets:loot_pet, Loot Pet
inventorypets:slime_pet, Slime Pet
inventorypets:cloud_pet, Cloud Pet
inventorypets:pufferfish_pet, Pufferfish Pet
inventorypets:black_hole_pet, Black Hole Pet
inventorypets:quiver_pet, Quiver Pet
inventorypets:pacman_pet, Pac-Man Pet
inventorypets:cheetah_pet, Cheetah Pet
inventorypets:house_pet, House Pet
inventorypets:silverfish_pet, Silverfish Pet
inventorypets:wolf_pet, Wolf Pet
inventorypets:apple_pet, Apple Pet
inventorypets:shield_pet, Shield Pet
inventorypets:heart_pet, Heart Pet
inventorypets:moon_pet, Moon Pet
inventorypets:dubstep_pet, Dubstep Pet
inventorypets:juggernaut_pet, Juggernaut Pet
inventorypets:illuminati_pet, Illuminati Pet
inventorypets:grave_pet, Grave Pet
inventorypets:nugget_diamond, Diamond Nugget
inventorypets:nugget_obsidian, Obsidian Nugget
inventorypets:nugget_emerald, Emerald Nugget
inventorypets:nugget_coal, Coal Nugget
inventorypets:nugget_lapis, Lapis Nugget
inventorypets:nugget_ender, Ender Nugget
inventorypets:feed_bag, Feed Bag
inventorypets:siamese_gift, Gift
inventorypets:holiday_cookie, Holiday Cookie
inventorypets:mug_egg_nog, Mug of Egg Nog
inventorypets:candy_cane, Candy Cane
inventorypets:item_gift, Gift
inventorypets:solstice_helmet, Solstice Helmet
inventorypets:solstice_chestplate, Solstice Chestplate
inventorypets:solstice_leggings, Solstice Leggings
inventorypets:solstice_boots, Solstice Boots
inventorypets:solstice_sword, Solstice Sword
inventorypets:patreon_shirt, Cool T-Shirt
inventorypets:patreon_head, Purplicious Cow Head
inventorypets:pet_christmas_tree, Christmas Tree Pet
inventorypets:pet_menorah, Menorah Pet
inventorypets:pet_mishumaa_saba, Mishumaa Saba Pet
inventorypets:pet_politically_correct, Politically Correct Pet
inventorypets:april_fool_pet, April Fool Pet
inventorypets:start_button, Start Button
inventorypets:windows_7, Windoes 7
inventorypets:windows_8, Windoes 8
inventorypets:windows_31, Windoes 3.1
inventorypets:windows_me, Windoes ME
inventorypets:windows_mojave, Windoes Mojave
inventorypets:windows_xp, Windoes XP
inventorypets:xerox_parc_gui, Xerox PARC GUI
inventorypets:blue_screen_of_death, Blue Screen of Death
inventorypets:rock_candy, Rock Candy
inventorypets:easter_egg, Easter Egg
inventorypets:petachieveitem1, item.inventorypets_petachieveitem1.name
inventorypets:petachieveitem5, item.inventorypets_petachieveitem5.name
inventorypets:petachieveitem10, item.inventorypets_petachieveitem10.name
inventorypets:petachieveitem20, item.inventorypets_petachieveitem20.name
inventorypets:petachieveitemall, item.inventorypets_petachieveitemall.name
inventorypets:petachieveitemgeneral, item.inventorypets_petachieveitemgeneral.name
mist:stone, Foggy Stone
mist:stone_porous, Porous Foggy Stone
mist:stone_basic, Hard Foggy Stone
mist:cobblestone, Cobblestone
mist:gravel, Gravel
mist:sand:1, Sand
mist:sand:0, Sand
mist:sand:3, Red Sand
mist:sand:2, Red Sand
mist:acid_sand:0, Acidic Sand
mist:acid_sand:1, Acidic Sand
mist:clay:0, Cracked Gray Clay
mist:clay:1, Cracked Gray Clay
mist:clay:2, Virgin Gray Clay
mist:clay:3, Virgin Gray Clay
mist:clay:4, tile.clay_gray_cracked.name
mist:clay:5, tile.clay_gray_cracked.name
mist:clay:8, tile.clay_red_block.name
mist:clay:9, tile.clay_red_block.name
mist:clay:10, Virgin Red Clay
mist:clay:11, Virgin Red Clay
mist:clay:12, Cracked Red Clay
mist:clay:13, Cracked Red Clay
mist:floating_mat, Floating Mat
mist:peat:0, Peat
mist:peat:1, Peat
mist:sapropel:0, Sapropel
mist:sapropel:1, Sapropel
mist:sapropel:2, Virgin Sapropel
mist:sapropel:3, Virgin Sapropel
mist:filter_coal_ore, Filter Coal Ore
mist:bio_shale_ore, Bacterial Shale
mist:iron_ore, Iron Ore
mist:gold_ore, Gold Ore
mist:niobium_ore, Niobium Ore
mist:lapis_ore, Lapis Lazuli Ore
mist:filter_coal_block:0, Filter Coal Block
mist:filter_coal_block:4, Filter Coal Block
mist:filter_coal_block:8, Filter Coal Block
mist:filter_coal_block:12, Filter Coal Block
mist:bio_shale_block, Bacterial Shale Block
mist:niobium_block, Niobium Block
mist:humus_dirt:0, Humus
mist:humus_dirt:1, Humus
mist:dirt_f:0, Forest Dirt
mist:dirt_f:4, Forest Dirt
mist:dirt_s:0, Sandy Dirt
mist:dirt_s:4, Sandy Dirt
mist:dirt_c:0, Clay Dirt
mist:dirt_c:4, Clay Dirt
mist:dirt_r:0, Rocky Dirt
mist:dirt_r:4, Rocky Dirt
mist:dirt_t:0, Tropical Dirt
mist:dirt_t:4, Tropical Dirt
mist:acid_dirt_0:0, Soured Soil
mist:acid_dirt_0:1, Soured Soil
mist:acid_dirt_1:0, Soured Soil
mist:acid_dirt_1:1, Soured Soil
mist:acid_dirt_2:0, Soured Soil
mist:acid_dirt_2:1, Soured Soil
mist:humus_grass:0, Overgrown Humus
mist:humus_grass:1, Overgrown Humus
mist:grass_f:0, Forest Grass
mist:grass_f:4, Forest Grass
mist:grass_s:0, Prairie Grass
mist:grass_s:4, Prairie Grass
mist:grass_c:0, Swampy Grass
mist:grass_c:4, Swampy Grass
mist:grass_r:0, Taiga Grass
mist:grass_r:4, Taiga Grass
mist:grass_t:0, Tropical Grass
mist:grass_t:4, Tropical Grass
mist:acid_grass_0:0, Carpet Lichen
mist:acid_grass_0:1, Carpet Lichen
mist:acid_grass_1:0, Carpet Lichen
mist:acid_grass_1:1, Carpet Lichen
mist:acid_grass_2:0, Carpet Lichen
mist:acid_grass_2:1, Carpet Lichen
mist:mulch_block, Mulch
mist:acacia_leaves, Umbrella Tree Leaves
mist:aspen_leaves, Trembling Tree Leaves
mist:a_tree_leaves, Araucaria Leaves
mist:birch_leaves, Forest Deceiver Leaves
mist:oak_leaves, Foggy Oak Leaves
mist:pine_leaves, Foggy Pine Needles
mist:poplar_leaves, Swampy Poplar Leaves
mist:snow_leaves, Snow Tree Leaves
mist:spruce_leaves, Prickly Tree Needles
mist:s_tree_leaves, Stone Tree Leaves
mist:t_tree_leaves, Tropic Tree Leaves
mist:willow_leaves, Weeping Tree Leaves
mist:acacia_trunk, Live Umbrella Tree
mist:aspen_trunk, Live Trembling Tree
mist:a_tree_trunk, Live Araucaria
mist:birch_trunk, Live Forest Deceiver
mist:oak_trunk, Live Foggy Oak
mist:pine_trunk, Live Foggy Pine
mist:poplar_trunk, Live Swampy Poplar
mist:snow_trunk, Live Snow Tree
mist:spruce_trunk, Live Prickly Tree
mist:s_tree_trunk, Live Stone Tree
mist:t_tree_trunk, Live Tropic Tree
mist:willow_trunk, Live Weeping Tree
mist:tree_sapling:0, Umbrella Tree Sapling
mist:tree_sapling:1, Trembling Tree Sapling
mist:tree_sapling:2, Araucaria Sapling
mist:tree_sapling:3, Forest Deceiver Sapling
mist:tree_sapling:4, Foggy Oak Sapling
mist:tree_sapling:5, Foggy Pine Sapling
mist:tree_sapling:6, Swampy Poplar Sapling
mist:tree_sapling:7, Snow Tree Sapling
mist:tree_sapling:8, Prickly Tree Sapling
mist:tree_sapling:9, Stone Tree Sapling
mist:tree_sapling:10, Tropic Tree Sapling
mist:tree_sapling:11, Weeping Tree Sapling
mist:acacia_block:0, Umbrella Tree Wood
mist:acacia_block:4, Carved Umbrella Tree
mist:acacia_block:8, Debarking Umbrella Tree
mist:acacia_block:7, Umbrella Tree Node
mist:acacia_block:11, Debarking Umbrella Tree Node
mist:acacia_block:13, Umbrella Tree Planks
mist:aspen_block:0, Trembling Tree Wood
mist:aspen_block:4, Carved Trembling Tree
mist:aspen_block:8, Debarking Trembling Tree
mist:aspen_block:7, Trembling Tree Node
mist:aspen_block:11, Debarking Trembling Tree Node
mist:aspen_block:13, Trembling Tree Planks
mist:a_tree_block:0, Araucaria Wood
mist:a_tree_block:4, Carved Araucaria
mist:a_tree_block:8, Debarking Araucaria
mist:a_tree_block:7, Araucaria Node
mist:a_tree_block:11, Debarking Araucaria Node
mist:a_tree_block:13, Araucaria Planks
mist:birch_block:0, Forest Deceiver Wood
mist:birch_block:4, Carved Forest Deceiver
mist:birch_block:8, Debarking Forest Deceiver
mist:birch_block:7, Forest Deceiver Node
mist:birch_block:11, Debarking Forest Deceiver Node
mist:birch_block:13, Forest Deceiver Planks
mist:oak_block:0, Foggy Oak Wood
mist:oak_block:4, Carved Foggy Oak
mist:oak_block:8, Debarking Foggy Oak
mist:oak_block:7, Foggy Oak Node
mist:oak_block:11, Debarking Foggy Oak Node
mist:oak_block:13, Foggy Oak Planks
mist:pine_block:0, Foggy Pine Wood
mist:pine_block:4, Carved Foggy Pine
mist:pine_block:8, Debarking Foggy Pine
mist:pine_block:7, Foggy Pine Node
mist:pine_block:11, Debarking Foggy Pine Node
mist:pine_block:13, Foggy Pine Planks
mist:poplar_block:0, Swampy Poplar Wood
mist:poplar_block:4, Carved Swampy Poplar
mist:poplar_block:8, Debarking Swampy Poplar
mist:poplar_block:7, Swampy Poplar Node
mist:poplar_block:11, Debarking Swampy Poplar Node
mist:poplar_block:13, Swampy Poplar Planks
mist:snow_block:0, Snow Tree Wood
mist:snow_block:4, Carved Snow Tree
mist:snow_block:8, Debarking Snow Tree
mist:snow_block:7, Snow Tree Node
mist:snow_block:11, Debarking Snow Tree Node
mist:snow_block:13, Snow Tree Planks
mist:spruce_block:0, Prickly Tree Wood
mist:spruce_block:4, Carved Prickly Tree
mist:spruce_block:8, Debarking Prickly Tree
mist:spruce_block:7, Prickly Tree Node
